invoice_id,client_id,invoice_amount,invoice_issue_date,invoice_due_date,paid_date,payment_status,delay_days,payment_time,invoice_age,days_until_due,rolling_delay_mean,rolling_delay_std,client_avg_delay,client_max_delay,client_total_invoices,client_avg_invoice_value,client_late_payment_ratio,client_payment_frequency,client_name,industry
INV00861,C024,29800.0,2025-08-10,2025-10-09,2025-10-06,paid,-3.0,57.0,214,-154,-1.0,3.535533905932736,3.97,58.0,34,130455.88,0.35,18.61,Client_Y_24,Manufacturing
INV00217,C024,295500.0,2025-08-22,2025-10-21,2025-10-18,paid,-3.0,57.0,202,-142,-1.2,3.633180424916988,3.97,58.0,34,130455.88,0.35,18.61,Client_Y_24,Manufacturing
INV00172,C024,45300.0,2025-09-02,2025-10-17,2025-10-13,paid,-4.0,41.0,191,-146,-1.8,3.8340579025361614,3.97,58.0,34,130455.88,0.35,18.61,Client_Y_24,Manufacturing
INV00779,C024,527800.0,2025-09-16,2025-10-16,2025-10-11,paid,-5.0,25.0,177,-147,-2.0,3.9999999999999987,3.97,58.0,34,130455.88,0.35,18.61,Client_Y_24,Manufacturing
INV01161,C024,30900.0,2025-10-18,2025-12-17,2026-01-30,overdue,44.0,104.0,145,-85,5.8,21.370540470470093,3.97,58.0,34,130455.88,0.35,18.61,Client_Y_24,Manufacturing
INV00262,C025,25500.0,2024-01-10,2024-03-10,2024-03-05,paid,-5.0,55.0,792,-732,-5.0,0.0,-0.64,32.0,33,87312.12,0.12,20.38,Client_Z_25,Construction
INV00306,C025,21900.0,2024-01-27,2024-02-26,2024-03-21,overdue,24.0,54.0,775,-745,9.5,20.506096654409877,-0.64,32.0,33,87312.12,0.12,20.38,Client_Z_25,Construction
INV00897,C025,110900.0,2024-02-03,2024-03-04,2024-02-29,paid,-4.0,26.0,768,-738,5.0,16.46207763315433,-0.64,32.0,33,87312.12,0.12,20.38,Client_Z_25,Construction
INV00865,C025,137700.0,2024-02-05,2024-03-06,2024-03-03,paid,-3.0,27.0,766,-736,3.0,14.023789311975086,-0.64,32.0,33,87312.12,0.12,20.38,Client_Z_25,Construction
INV00376,C025,75500.0,2024-02-12,2024-04-12,2024-04-08,paid,-4.0,56.0,759,-699,1.6,12.541929676090518,-0.64,32.0,33,87312.12,0.12,20.38,Client_Z_25,Construction
INV00289,C025,81600.0,2024-02-16,2024-03-02,2024-02-28,paid,-3.0,12.0,755,-740,2.0,12.30853362509117,-0.64,32.0,33,87312.12,0.12,20.38,Client_Z_25,Construction
INV00577,C025,54900.0,2024-03-04,2024-04-03,2024-04-02,paid,-1.0,29.0,738,-708,-3.0,1.224744871391589,-0.64,32.0,33,87312.12,0.12,20.38,Client_Z_25,Construction
INV00956,C025,62500.0,2024-03-08,2024-04-22,2024-04-19,paid,-3.0,42.0,734,-689,-2.8,1.0954451150103321,-0.64,32.0,33,87312.12,0.12,20.38,Client_Z_25,Construction
INV00395,C025,33000.0,2024-04-13,2024-04-28,2024-04-24,paid,-4.0,11.0,698,-683,-3.0,1.224744871391589,-0.64,32.0,33,87312.12,0.12,20.38,Client_Z_25,Construction
INV01129,C025,24700.0,2024-04-16,2024-05-16,2024-05-11,paid,-5.0,25.0,695,-665,-3.2,1.4832396974191326,-0.64,32.0,33,87312.12,0.12,20.38,Client_Z_25,Construction
INV00365,C025,35700.0,2024-05-29,2024-07-13,2024-07-17,overdue,4.0,49.0,652,-607,-1.8,3.5637059362410923,-0.64,32.0,33,87312.12,0.12,20.38,Client_Z_25,Construction
INV00967,C025,46400.0,2024-08-14,2024-09-13,2024-09-11,paid,-2.0,28.0,575,-545,-2.0,3.5355339059327378,-0.64,32.0,33,87312.12,0.12,20.38,Client_Z_25,Construction
INV01033,C025,36800.0,2024-08-24,2024-10-23,2024-10-21,paid,-2.0,58.0,565,-505,-1.8,3.492849839314596,-0.64,32.0,33,87312.12,0.12,20.38,Client_Z_25,Construction
INV00769,C025,130900.0,2024-08-27,2024-10-26,2024-10-21,paid,-5.0,55.0,562,-502,-2.0,3.6742346141747673,-0.64,32.0,33,87312.12,0.12,20.38,Client_Z_25,Construction
INV00062,C025,78400.0,2024-08-28,2024-10-27,2024-11-28,overdue,32.0,92.0,561,-501,5.4,15.224979474534605,-0.64,32.0,33,87312.12,0.12,20.38,Client_Z_25,Construction
INV00416,C025,234900.0,2024-09-19,2024-10-19,2024-10-15,paid,-4.0,26.0,539,-509,3.8,15.817711591756881,-0.64,32.0,33,87312.12,0.12,20.38,Client_Z_25,Construction
INV00672,C025,30700.0,2024-10-25,2024-12-24,2024-12-24,paid,0.0,60.0,503,-443,4.2,15.658863304850707,-0.64,32.0,33,87312.12,0.12,20.38,Client_Z_25,Construction
INV00389,C025,51800.0,2024-11-13,2025-01-12,2025-01-10,paid,-2.0,58.0,484,-424,4.2,15.658863304850707,-0.64,32.0,33,87312.12,0.12,20.38,Client_Z_25,Construction
INV00370,C025,86100.0,2024-11-19,2024-12-19,2024-12-16,paid,-3.0,27.0,478,-448,4.6,15.388307249337076,-0.64,32.0,33,87312.12,0.12,20.38,Client_Z_25,Construction
INV00963,C025,140000.0,2025-04-01,2025-05-01,2025-04-28,paid,-3.0,27.0,345,-315,-2.4,1.51657508881031,-0.64,32.0,33,87312.12,0.12,20.38,Client_Z_25,Construction
INV00622,C025,384200.0,2025-04-22,2025-06-06,2025-06-04,paid,-2.0,43.0,324,-279,-2.0,1.224744871391589,-0.64,32.0,33,87312.12,0.12,20.38,Client_Z_25,Construction
INV00624,C025,66000.0,2025-04-25,2025-06-09,2025-06-07,paid,-2.0,43.0,321,-276,-2.4,0.5477225575051659,-0.64,32.0,33,87312.12,0.12,20.38,Client_Z_25,Construction
INV00414,C025,191700.0,2025-04-28,2025-05-28,2025-05-25,paid,-3.0,27.0,318,-288,-2.6,0.5477225575051659,-0.64,32.0,33,87312.12,0.12,20.38,Client_Z_25,Construction
INV00520,C025,48900.0,2025-05-01,2025-05-16,2025-05-11,paid,-5.0,10.0,315,-300,-3.0,1.224744871391589,-0.64,32.0,33,87312.12,0.12,20.38,Client_Z_25,Construction
INV00183,C025,32600.0,2025-05-10,2025-06-24,2025-06-20,paid,-4.0,41.0,306,-261,-3.2,1.3038404810405297,-0.64,32.0,33,87312.12,0.12,20.38,Client_Z_25,Construction
INV00623,C025,220400.0,2025-06-09,2025-08-08,2025-08-03,paid,-5.0,55.0,276,-216,-3.8,1.3038404810405297,-0.64,32.0,33,87312.12,0.12,20.38,Client_Z_25,Construction
INV00811,C025,155200.0,2025-06-20,2025-07-05,2025-07-01,paid,-4.0,11.0,265,-250,-4.2,0.8366600265340753,-0.64,32.0,33,87312.12,0.12,20.38,Client_Z_25,Construction
INV00083,C025,21000.0,2025-07-19,2025-08-18,2025-08-18,paid,0.0,30.0,236,-206,-3.6,2.073644135332772,-0.64,32.0,33,87312.12,0.12,20.38,Client_Z_25,Construction
INV00933,C025,20200.0,2025-08-08,2025-09-07,2025-09-11,overdue,4.0,34.0,216,-186,-1.8,3.7682887362833544,-0.64,32.0,33,87312.12,0.12,20.38,Client_Z_25,Construction
INV00087,C025,124700.0,2025-09-27,2025-10-27,2025-10-26,paid,-1.0,29.0,166,-136,-1.2,3.5637059362410923,-0.64,32.0,33,87312.12,0.12,20.38,Client_Z_25,Construction
INV00681,C025,33700.0,2025-09-27,2025-11-26,2025-11-24,paid,-2.0,58.0,166,-106,-0.6,2.9664793948382653,-0.64,32.0,33,87312.12,0.12,20.38,Client_Z_25,Construction
INV01076,C025,57500.0,2025-10-10,2025-10-25,2025-10-22,paid,-3.0,12.0,153,-138,-0.4,2.701851217221259,-0.64,32.0,33,87312.12,0.12,20.38,Client_Z_25,Construction
INV00789,C025,25300.0,2025-10-23,2025-11-07,2025-11-06,paid,-1.0,14.0,140,-125,-0.6,2.701851217221259,-0.64,32.0,33,87312.12,0.12,20.38,Client_Z_25,Construction
INV00670,C026,42500.0,2024-04-01,2024-05-16,2024-05-12,paid,-4.0,41.0,710,-665,-4.0,0.0,-0.95,19.0,20,134295.0,0.15,26.26,Client_A_26,Consultancy
INV00521,C026,67200.0,2024-04-22,2024-06-21,2024-06-16,paid,-5.0,55.0,689,-629,-4.5,0.7071067811865476,-0.95,19.0,20,134295.0,0.15,26.26,Client_A_26,Consultancy
INV01023,C026,47300.0,2024-05-20,2024-07-19,2024-07-19,paid,0.0,60.0,661,-601,-3.0,2.6457513110645907,-0.95,19.0,20,134295.0,0.15,26.26,Client_A_26,Consultancy
INV01069,C026,23400.0,2024-08-15,2024-08-30,2024-08-25,paid,-5.0,10.0,574,-559,-3.5,2.3804761428476167,-0.95,19.0,20,134295.0,0.15,26.26,Client_A_26,Consultancy
INV00222,C026,55500.0,2024-09-15,2024-10-30,2024-11-06,overdue,7.0,52.0,543,-498,-1.4,5.128352561983234,-0.95,19.0,20,134295.0,0.15,26.26,Client_A_26,Consultancy
INV01108,C026,86200.0,2024-10-12,2024-11-26,2024-12-15,overdue,19.0,64.0,516,-471,3.2,10.10940156488009,-0.95,19.0,20,134295.0,0.15,26.26,Client_A_26,Consultancy
INV00001,C026,22000.0,2024-10-27,2024-12-11,2024-12-06,paid,-5.0,40.0,501,-456,3.2,10.10940156488009,-0.95,19.0,20,134295.0,0.15,26.26,Client_A_26,Consultancy
INV00268,C026,346300.0,2024-10-29,2024-11-13,2024-11-08,paid,-5.0,10.0,499,-484,2.2,10.73312629199899,-0.95,19.0,20,134295.0,0.15,26.26,Client_A_26,Consultancy
INV00478,C026,518400.0,2024-11-26,2024-12-26,2024-12-22,paid,-4.0,26.0,471,-441,2.4,10.573551910309043,-0.95,19.0,20,134295.0,0.15,26.26,Client_A_26,Consultancy
INV01122,C026,480600.0,2025-01-30,2025-03-16,2025-03-14,paid,-2.0,43.0,406,-361,0.6,10.358571330062848,-0.95,19.0,20,134295.0,0.15,26.26,Client_A_26,Consultancy
INV00642,C026,106300.0,2025-02-10,2025-02-25,2025-02-22,paid,-3.0,12.0,395,-380,-3.8,1.3038404810405297,-0.95,19.0,20,134295.0,0.15,26.26,Client_A_26,Consultancy
INV01135,C026,44000.0,2025-02-18,2025-04-19,2025-04-16,paid,-3.0,57.0,387,-327,-3.4,1.140175425099138,-0.95,19.0,20,134295.0,0.15,26.26,Client_A_26,Consultancy
INV00798,C026,300500.0,2025-03-01,2025-04-30,2025-04-30,paid,0.0,60.0,376,-316,-2.4,1.51657508881031,-0.95,19.0,20,134295.0,0.15,26.26,Client_A_26,Consultancy
INV00331,C026,75600.0,2025-05-08,2025-06-07,2025-06-05,paid,-2.0,28.0,308,-278,-2.0,1.224744871391589,-0.95,19.0,20,134295.0,0.15,26.26,Client_A_26,Consultancy
INV00368,C026,134700.0,2025-05-20,2025-07-19,2025-07-15,paid,-4.0,56.0,296,-236,-2.4,1.51657508881031,-0.95,19.0,20,134295.0,0.15,26.26,Client_A_26,Consultancy
INV00940,C026,71400.0,2025-06-16,2025-08-15,2025-08-15,paid,0.0,60.0,269,-209,-1.8,1.7888543819998317,-0.95,19.0,20,134295.0,0.15,26.26,Client_A_26,Consultancy
INV01127,C026,105200.0,2025-06-30,2025-07-15,2025-07-14,paid,-1.0,14.0,255,-240,-1.4,1.6733200530681511,-0.95,19.0,20,134295.0,0.15,26.26,Client_A_26,Consultancy
INV00696,C026,22100.0,2025-07-03,2025-07-18,2025-07-20,overdue,2.0,17.0,252,-237,-1.0,2.23606797749979,-0.95,19.0,20,134295.0,0.15,26.26,Client_A_26,Consultancy
INV00431,C026,81400.0,2025-07-13,2025-08-27,2025-08-26,paid,-1.0,44.0,242,-197,-0.8,2.16794833886788,-0.95,19.0,20,134295.0,0.15,26.26,Client_A_26,Consultancy
INV00043,C026,55300.0,2025-08-13,2025-10-12,2025-10-09,paid,-3.0,57.0,211,-151,-0.6,1.816590212458495,-0.95,19.0,20,134295.0,0.15,26.26,Client_A_26,Consultancy
INV00067,C026,62300.0,2025-10-22,2025-12-06,,pending,,,141,-96,-0.75,2.0615528128088303,-0.95,19.0,20,134295.0,0.15,26.26,Client_A_26,Consultancy
INV00038,C027,29400.0,2024-01-22,2024-02-21,2024-02-21,paid,0.0,30.0,780,-750,0.0,0.0,6.79,90.0,24,115229.17,0.33,26.35,Client_B_27,Finance
INV00200,C027,218400.0,2024-03-24,2024-04-23,2024-05-12,overdue,19.0,49.0,718,-688,9.5,13.435028842544403,6.79,90.0,24,115229.17,0.33,26.35,Client_B_27,Finance
INV00245,C027,30900.0,2024-05-09,2024-06-23,2024-06-20,paid,-3.0,42.0,672,-627,5.333333333333333,11.930353445448853,6.79,90.0,24,115229.17,0.33,26.35,Client_B_27,Finance
INV00996,C027,116800.0,2024-05-20,2024-06-19,2024-06-15,paid,-4.0,26.0,661,-631,3.0,10.801234497346433,6.79,90.0,24,115229.17,0.33,26.35,Client_B_27,Finance
INV00019,C027,18100.0,2024-06-12,2024-08-11,2024-08-08,paid,-3.0,57.0,638,-578,1.8,9.73139250056229,6.79,90.0,24,115229.17,0.33,26.35,Client_B_27,Finance
INV00634,C027,73200.0,2024-08-24,2024-09-08,2024-09-08,paid,0.0,15.0,565,-550,1.8,9.73139250056229,6.79,90.0,24,115229.17,0.33,26.35,Client_B_27,Finance
INV00610,C027,44300.0,2024-09-03,2024-10-03,2024-10-13,overdue,10.0,40.0,555,-525,0.0,5.787918451395112,6.79,90.0,24,115229.17,0.33,26.35,Client_B_27,Finance
INV00098,C027,44700.0,2024-09-24,2024-10-24,2024-10-22,paid,-2.0,28.0,534,-504,0.2,5.674504383644442,6.79,90.0,24,115229.17,0.33,26.35,Client_B_27,Finance
INV01050,C027,116300.0,2024-09-24,2024-11-08,2024-11-21,overdue,13.0,58.0,534,-489,3.6,7.368853370776216,6.79,90.0,24,115229.17,0.33,26.35,Client_B_27,Finance
INV00024,C027,184100.0,2024-09-26,2024-10-26,2024-10-26,paid,0.0,30.0,532,-502,4.2,6.797058187186571,6.79,90.0,24,115229.17,0.33,26.35,Client_B_27,Finance
INV00418,C027,361700.0,2024-11-04,2024-11-19,2024-11-20,overdue,1.0,16.0,493,-478,4.4,6.6558245169174945,6.79,90.0,24,115229.17,0.33,26.35,Client_B_27,Finance
INV00528,C027,154200.0,2024-11-17,2025-01-16,2025-03-11,overdue,54.0,114.0,480,-420,13.2,23.55206997272214,6.79,90.0,24,115229.17,0.33,26.35,Client_B_27,Finance
INV00537,C027,19400.0,2024-11-20,2025-01-19,2025-01-14,paid,-5.0,55.0,477,-417,12.6,24.06865181101758,6.79,90.0,24,115229.17,0.33,26.35,Client_B_27,Finance
INV01114,C027,61100.0,2024-11-21,2024-12-21,2024-12-17,paid,-4.0,26.0,476,-446,9.2,25.17339865810733,6.79,90.0,24,115229.17,0.33,26.35,Client_B_27,Finance
INV00573,C027,184600.0,2025-01-17,2025-03-18,2025-03-15,paid,-3.0,57.0,419,-359,8.6,25.481365740477884,6.79,90.0,24,115229.17,0.33,26.35,Client_B_27,Finance
INV00045,C027,196900.0,2025-03-17,2025-05-01,2025-04-28,paid,-3.0,42.0,360,-315,7.8,25.839891640639674,6.79,90.0,24,115229.17,0.33,26.35,Client_B_27,Finance
INV00447,C027,64300.0,2025-04-02,2025-04-17,2025-04-15,paid,-2.0,13.0,344,-329,-3.4,1.1401754250991383,6.79,90.0,24,115229.17,0.33,26.35,Client_B_27,Finance
INV00441,C027,56100.0,2025-05-23,2025-07-22,2025-07-18,paid,-4.0,56.0,293,-233,-3.2,0.8366600265340762,6.79,90.0,24,115229.17,0.33,26.35,Client_B_27,Finance
INV01149,C027,47800.0,2025-06-08,2025-07-08,2025-07-25,overdue,17.0,47.0,277,-247,1.0,8.972179222463181,6.79,90.0,24,115229.17,0.33,26.35,Client_B_27,Finance
INV00574,C027,77000.0,2025-07-04,2025-08-03,2025-07-29,paid,-5.0,25.0,251,-221,0.6,9.235799911215054,6.79,90.0,24,115229.17,0.33,26.35,Client_B_27,Finance
INV00179,C027,243300.0,2025-07-17,2025-08-31,2025-08-28,paid,-3.0,42.0,238,-193,0.6,9.235799911215054,6.79,90.0,24,115229.17,0.33,26.35,Client_B_27,Finance
INV00838,C027,64800.0,2025-08-04,2025-08-19,2025-08-18,paid,-1.0,14.0,220,-205,0.8,9.17605579756357,6.79,90.0,24,115229.17,0.33,26.35,Client_B_27,Finance
INV00848,C027,272900.0,2025-09-09,2025-09-24,2025-12-23,overdue,90.0,105.0,184,-169,19.6,40.32121029929534,6.79,90.0,24,115229.17,0.33,26.35,Client_B_27,Finance
INV00417,C027,23100.0,2025-09-15,2025-11-14,,pending,,,178,-118,20.25,46.52866499983281,6.79,90.0,24,115229.17,0.33,26.35,Client_B_27,Finance
INV01055,C027,85200.0,2025-09-19,2025-10-04,2025-10-05,overdue,1.0,16.0,174,-159,21.75,45.529294598825786,6.79,90.0,24,115229.17,0.33,26.35,Client_B_27,Finance
INV01125,C027,317300.0,2025-10-29,2025-11-28,,pending,,,134,-104,30.0,51.97114584074514,6.79,90.0,24,115229.17,0.33,26.35,Client_B_27,Finance
INV00819,C028,78200.0,2024-02-06,2024-04-06,2024-04-26,overdue,20.0,80.0,765,-705,20.0,0.0,2.42,22.0,24,229241.67,0.29,26.91,Client_C_28,Technology
INV00313,C028,117700.0,2024-03-03,2024-05-02,2024-04-29,paid,-3.0,57.0,739,-679,8.5,16.263455967290593,2.42,22.0,24,229241.67,0.29,26.91,Client_C_28,Technology
INV00452,C028,101500.0,2024-03-09,2024-04-08,2024-04-06,paid,-2.0,28.0,733,-703,5.0,13.0,2.42,22.0,24,229241.67,0.29,26.91,Client_C_28,Technology
INV00338,C028,286300.0,2024-03-12,2024-04-11,2024-04-11,paid,0.0,30.0,730,-700,3.75,10.90489186863706,2.42,22.0,24,229241.67,0.29,26.91,Client_C_28,Technology
INV01081,C028,1386900.0,2024-04-16,2024-06-15,2024-06-11,paid,-4.0,56.0,695,-635,2.2,10.059821071967434,2.42,22.0,24,229241.67,0.29,26.91,Client_C_28,Technology
INV01014,C028,290300.0,2024-05-14,2024-06-13,2024-06-09,paid,-4.0,26.0,667,-637,-2.6,1.6733200530681511,2.42,22.0,24,229241.67,0.29,26.91,Client_C_28,Technology
INV00394,C028,250300.0,2024-05-20,2024-06-19,2024-07-11,overdue,22.0,52.0,661,-631,2.4,11.081516141756055,2.42,22.0,24,229241.67,0.29,26.91,Client_C_28,Technology
INV00777,C028,151700.0,2024-05-20,2024-07-19,2024-07-18,paid,-1.0,59.0,661,-601,2.6,10.99090533122727,2.42,22.0,24,229241.67,0.29,26.91,Client_C_28,Technology
INV00316,C028,51900.0,2024-05-31,2024-06-15,2024-06-16,overdue,1.0,16.0,650,-635,2.8,10.940749517286282,2.42,22.0,24,229241.67,0.29,26.91,Client_C_28,Technology
INV01056,C028,1550700.0,2024-06-09,2024-08-08,2024-08-07,paid,-1.0,59.0,641,-581,3.4,10.549881515922348,2.42,22.0,24,229241.67,0.29,26.91,Client_C_28,Technology
INV00173,C028,17500.0,2024-07-14,2024-07-29,2024-08-12,overdue,14.0,29.0,606,-591,7.0,10.464224768228176,2.42,22.0,24,229241.67,0.29,26.91,Client_C_28,Technology
INV00281,C028,236000.0,2024-08-19,2024-10-18,2024-10-14,paid,-4.0,56.0,570,-510,1.8,7.0498226928058285,2.42,22.0,24,229241.67,0.29,26.91,Client_C_28,Technology
INV00835,C028,103900.0,2024-08-25,2024-10-24,2024-10-22,paid,-2.0,58.0,564,-504,1.6,7.162401831787994,2.42,22.0,24,229241.67,0.29,26.91,Client_C_28,Technology
INV00903,C028,171800.0,2024-09-19,2024-10-04,2024-10-04,paid,0.0,15.0,539,-524,1.4,7.197221686178635,2.42,22.0,24,229241.67,0.29,26.91,Client_C_28,Technology
INV00605,C028,29800.0,2024-10-08,2024-10-23,2024-10-19,paid,-4.0,11.0,520,-505,0.8,7.563068160475616,2.42,22.0,24,229241.67,0.29,26.91,Client_C_28,Technology
INV00445,C028,115100.0,2024-10-29,2024-12-13,2024-12-08,paid,-5.0,40.0,499,-454,-3.0,2.000000000000007,2.42,22.0,24,229241.67,0.29,26.91,Client_C_28,Technology
INV00550,C028,78000.0,2024-11-24,2025-01-08,2025-01-08,paid,0.0,45.0,473,-428,-2.2,2.280350850198282,2.42,22.0,24,229241.67,0.29,26.91,Client_C_28,Technology
INV01005,C028,30700.0,2024-11-25,2024-12-25,2025-01-02,overdue,8.0,38.0,472,-442,-0.2,5.118593556827894,2.42,22.0,24,229241.67,0.29,26.91,Client_C_28,Technology
INV00713,C028,193800.0,2025-02-18,2025-03-20,2025-03-29,overdue,9.0,39.0,387,-357,1.6,6.580273550544843,2.42,22.0,24,229241.67,0.29,26.91,Client_C_28,Technology
INV00023,C028,92500.0,2025-03-21,2025-04-20,2025-04-15,paid,-5.0,25.0,356,-326,1.4,6.804410334481602,2.42,22.0,24,229241.67,0.29,26.91,Client_C_28,Technology
INV00754,C028,41600.0,2025-04-07,2025-04-22,2025-04-22,paid,0.0,15.0,339,-324,2.4,5.941380311005181,2.42,22.0,24,229241.67,0.29,26.91,Client_C_28,Technology
INV00923,C028,43900.0,2025-05-15,2025-06-29,2025-07-20,overdue,21.0,66.0,301,-256,6.6,9.91463564635635,2.42,22.0,24,229241.67,0.29,26.91,Client_C_28,Technology
INV00650,C028,49100.0,2025-08-03,2025-10-02,2025-10-02,paid,0.0,60.0,221,-161,5.0,10.27131929208707,2.42,22.0,24,229241.67,0.29,26.91,Client_C_28,Technology
INV00799,C028,32600.0,2025-10-17,2025-11-16,2025-11-14,paid,-2.0,28.0,146,-116,2.8,10.377861051295687,2.42,22.0,24,229241.67,0.29,26.91,Client_C_28,Technology
INV00149,C029,319800.0,2024-02-11,2024-02-26,2024-02-25,paid,-1.0,14.0,760,-745,-1.0,0.0,4.57,36.0,21,118923.81,0.33,26.8,Client_D_29,Retail
INV00914,C029,46600.0,2024-04-13,2024-05-28,2024-07-03,overdue,36.0,81.0,698,-653,17.5,26.16295090390226,4.57,36.0,21,118923.81,0.33,26.8,Client_D_29,Retail
INV00834,C029,343400.0,2024-05-25,2024-07-09,2024-08-08,overdue,30.0,75.0,656,-611,21.666666666666668,19.857828011475306,4.57,36.0,21,118923.81,0.33,26.8,Client_D_29,Retail
INV00362,C029,162000.0,2024-06-21,2024-07-06,2024-07-06,paid,0.0,15.0,629,-614,16.25,19.5,4.57,36.0,21,118923.81,0.33,26.8,Client_D_29,Retail
INV00401,C029,95400.0,2024-07-17,2024-08-31,2024-08-27,paid,-4.0,41.0,603,-558,12.2,19.162463307205574,4.57,36.0,21,118923.81,0.33,26.8,Client_D_29,Retail
INV00743,C029,15900.0,2024-08-02,2024-09-16,2024-09-12,paid,-4.0,41.0,587,-542,11.6,19.71801207018598,4.57,36.0,21,118923.81,0.33,26.8,Client_D_29,Retail
INV00935,C029,78200.0,2024-08-04,2024-09-03,2024-09-13,overdue,10.0,40.0,585,-555,6.4,14.380542409798041,4.57,36.0,21,118923.81,0.33,26.8,Client_D_29,Retail
INV00213,C029,55600.0,2024-09-13,2024-09-28,2024-10-16,overdue,18.0,33.0,545,-530,4.0,9.695359714832659,4.57,36.0,21,118923.81,0.33,26.8,Client_D_29,Retail
INV01134,C029,25400.0,2024-09-21,2024-11-20,2024-11-15,paid,-5.0,55.0,537,-477,3.0,10.44030650891055,4.57,36.0,21,118923.81,0.33,26.8,Client_D_29,Retail
INV00821,C029,127800.0,2024-10-04,2024-10-19,2024-10-19,paid,0.0,15.0,524,-509,3.8,9.909591313469997,4.57,36.0,21,118923.81,0.33,26.8,Client_D_29,Retail
INV00084,C029,33500.0,2024-11-11,2024-12-26,2024-12-26,paid,0.0,45.0,486,-441,4.6,9.26282894152753,4.57,36.0,21,118923.81,0.33,26.8,Client_D_29,Retail
INV00382,C029,16700.0,2025-01-31,2025-04-01,2025-03-27,paid,-5.0,55.0,405,-345,1.6,9.502631214563682,4.57,36.0,21,118923.81,0.33,26.8,Client_D_29,Retail
INV00117,C029,58100.0,2025-04-11,2025-06-10,2025-06-06,paid,-4.0,56.0,335,-275,-2.8,2.5884358211089626,4.57,36.0,21,118923.81,0.33,26.8,Client_D_29,Retail
INV00524,C029,217700.0,2025-05-06,2025-06-05,2025-05-31,paid,-5.0,25.0,310,-280,-2.8,2.5884358211089626,4.57,36.0,21,118923.81,0.33,26.8,Client_D_29,Retail
INV00461,C029,340300.0,2025-05-17,2025-06-16,2025-07-14,overdue,28.0,58.0,299,-269,2.8,14.237275020171522,4.57,36.0,21,118923.81,0.33,26.8,Client_D_29,Retail
INV00420,C029,173700.0,2025-05-26,2025-06-10,2025-06-06,paid,-4.0,11.0,290,-275,2.0,14.543039572248988,4.57,36.0,21,118923.81,0.33,26.8,Client_D_29,Retail
INV00823,C029,43700.0,2025-06-12,2025-06-27,2025-06-27,paid,0.0,15.0,273,-258,3.0,14.106735979665885,4.57,36.0,21,118923.81,0.33,26.8,Client_D_29,Retail
INV01196,C029,23800.0,2025-06-13,2025-08-12,2025-08-08,paid,-4.0,56.0,272,-212,3.0,14.106735979665885,4.57,36.0,21,118923.81,0.33,26.8,Client_D_29,Retail
INV00852,C029,72100.0,2025-07-23,2025-08-22,2025-08-23,overdue,1.0,31.0,232,-202,4.2,13.498148021117565,4.57,36.0,21,118923.81,0.33,26.8,Client_D_29,Retail
INV00582,C029,45300.0,2025-07-26,2025-09-24,2025-09-22,paid,-2.0,58.0,229,-169,-1.8,2.280350850198276,4.57,36.0,21,118923.81,0.33,26.8,Client_D_29,Retail
INV00141,C029,202400.0,2025-07-31,2025-08-15,2025-08-26,overdue,11.0,26.0,224,-209,1.2,5.805170109479997,4.57,36.0,21,118923.81,0.33,26.8,Client_D_29,Retail
INV00304,C030,24500.0,2024-01-03,2024-02-17,2024-02-16,paid,-1.0,44.0,799,-754,-1.0,0.0,4.25,60.0,28,143825.0,0.29,23.19,Client_E_30,Education
INV00981,C030,81500.0,2024-01-27,2024-03-27,2024-03-25,paid,-2.0,58.0,775,-715,-1.5,0.7071067811865476,4.25,60.0,28,143825.0,0.29,23.19,Client_E_30,Education
INV00659,C030,326200.0,2024-01-31,2024-03-16,2024-03-13,paid,-3.0,42.0,771,-726,-2.0,1.0,4.25,60.0,28,143825.0,0.29,23.19,Client_E_30,Education
INV00433,C030,26700.0,2024-03-05,2024-05-04,2024-05-05,overdue,1.0,61.0,737,-677,-1.25,1.707825127659933,4.25,60.0,28,143825.0,0.29,23.19,Client_E_30,Education
INV00784,C030,170300.0,2024-05-23,2024-06-22,2024-08-21,overdue,60.0,90.0,658,-628,11.0,27.431733448690405,4.25,60.0,28,143825.0,0.29,23.19,Client_E_30,Education
INV00496,C030,35400.0,2024-05-24,2024-06-08,2024-06-28,overdue,20.0,35.0,657,-642,15.2,26.733873643750172,4.25,60.0,28,143825.0,0.29,23.19,Client_E_30,Education
INV00653,C030,401700.0,2024-05-27,2024-07-26,2024-07-24,paid,-2.0,58.0,654,-594,15.2,26.733873643750172,4.25,60.0,28,143825.0,0.29,23.19,Client_E_30,Education
INV00231,C030,64400.0,2024-08-18,2024-09-02,2024-09-02,paid,0.0,15.0,571,-556,15.8,26.252618916976648,4.25,60.0,28,143825.0,0.29,23.19,Client_E_30,Education
INV00803,C030,28600.0,2024-09-01,2024-09-16,2024-09-18,overdue,2.0,17.0,557,-542,16.0,26.115129714401192,4.25,60.0,28,143825.0,0.29,23.19,Client_E_30,Education
INV00678,C030,190700.0,2024-09-14,2024-10-14,2024-10-11,paid,-3.0,27.0,544,-514,3.4,9.476286192385707,4.25,60.0,28,143825.0,0.29,23.19,Client_E_30,Education
INV00560,C030,205100.0,2024-09-20,2024-10-20,2024-10-28,overdue,8.0,38.0,538,-508,1.0,4.358898943540672,4.25,60.0,28,143825.0,0.29,23.19,Client_E_30,Education
